Date;Alpha;Beta;Sigma;Error;Time;Iterations;    ModR0.25;ModR1;ModR3;ModR5;ModR7;ModR10;ModR15;ModR20;ModR30;    MarR0.25;MarR1;MarR3;MarR5;MarR7;MarR10;MarR15;MarR20;MarR30
1;0.249999;0.049999;0.000949889;2.32627e-05;10.4774;20;0.00255066;0.00669111;0.0155637;0.0220588;0.0268875;0.0320241;0.0372491;0.0402705;0.0434706;0.00112;0.00375;0.01031;0.01607;0.01987;0.02291;0.02563;0.02838;0.03111;
 2;0.249999;0.049999;0.000849019;1.52668e-05;8.73663;17;0.00280972;0.00692759;0.0157519;0.0222117;0.0270141;0.0321229;0.0373196;0.0403247;0.0435074;0.00156;0.00423;0.01103;0.01624;0.01983;0.02314;0.02626;0.02861;0.03146;
 3;0.249999;0.049999;1.1e-05;1.04276e-05;9.52067;18;0.00296855;0.00707266;0.0158678;0.0223065;0.0270934;0.0321857;0.0373658;0.0403613;0.0435338;0.00076;0.00377;0.0094;0.01444;0.0181;0.02152;0.02492;0.02776;0.03107;
 4;0.249999;0.049999;1.1e-05;1.50952e-05;8.11007;16;0.00309986;0.00719251;0.0159631;0.0223838;0.0271573;0.0322355;0.037401;0.0403882;0.0435519;0.00095;0.00438;0.01087;0.01592;0.01943;0.02265;0.02566;0.02804;0.0316;
 5;0.249999;0.049999;0.000570161;1.13789e-05;7.87468;15;0.00298423;0.00708693;0.0158789;0.0223152;0.0271002;0.0321905;0.0373684;0.0403626;0.0435339;0.00216;0.00693;0.01256;0.01719;0.0204;0.02335;0.02624;0.02868;0.03219;
 6;0.249999;0.049999;0.000947383;4.41538e-05;9.81;18;0.00297561;0.00707899;0.0158721;0.0223091;0.0270944;0.0321851;0.0373633;0.0403577;0.0435291;0.00328;0.00769;0.01372;0.01823;0.02127;0.02392;0.02641;0.02869;0.03228;
 7;0.249999;0.049999;1.1e-05;2.69248e-05;8.28655;16;0.00325614;0.00733515;0.0160765;0.0224758;0.0272334;0.0322946;0.037443;0.0404202;0.0435734;0.00347;0.00642;0.01001;0.01393;0.01709;0.02031;0.02354;0.02606;0.02981;
 8;0.249999;0.049999;1.1e-05;2.69915e-05;7.6832;15;0.00306356;0.00715938;0.0159367;0.0223625;0.0271397;0.0322217;0.0373913;0.0403807;0.0435469;0.00428;0.00692;0.00954;0.01289;0.01564;0.01849;0.02152;0.02409;0.02847;
 9;0.249999;0.049999;1.1e-05;4.26184e-05;7.70653;15;0.00329477;0.00737041;0.0161045;0.0224986;0.0272523;0.0323093;0.0374534;0.0404281;0.0435787;0.00366;0.00612;0.00893;0.0128;0.01585;0.01865;0.02146;0.02431;0.02832;
 10;0.249999;0.049999;1.1e-05;2.53522e-05;8.28388;16;0.00342949;0.00749338;0.0162023;0.0225779;0.0273179;0.0323603;0.0374896;0.0404557;0.0435972;0.00321;0.00588;0.00949;0.01333;0.01625;0.01903;0.02202;0.02486;0.02875;
 11;0.249999;0.049999;1.10887e-05;8.91435e-06;9.31561;18;0.00285606;0.00696999;0.0157862;0.0222403;0.0270386;0.0321431;0.0373355;0.0403382;0.0435184;0.00372;0.0073;0.01051;0.01414;0.01679;0.01913;0.02158;0.02427;0.02843;
 12;0.225847;0.049999;0.000367493;5.04698e-06;8.80037;17;0.00217328;0.00596936;0.0142705;0.0205213;0.0252876;0.030495;0.035969;0.0392272;0.0427464;0.00303;0.00525;0.00724;0.0106;0.0132;0.01549;0.01786;0.02064;0.02536;
 13;0.211569;0.049999;0.000979927;7.82664e-06;11.9926;23;0.0020061;0.00558897;0.0135183;0.0195905;0.0242916;0.0295128;0.0351166;0.0385165;0.0422413;0.00284215;0.00417907;0.00736493;0.0100749;0.0123895;0.0152607;0.018845;0.0213861;0.0246108;
 14;0.163255;0.0495139;0.00127162;2.99164e-06;13.6653;26;0.00179644;0.00458315;0.0110096;0.0162251;0.0204852;0.0255048;0.031332;0.0351518;0.0396239;0.00384642;0.00578095;0.0101303;0.0135368;0.01623;0.0192911;0.0226782;0.0247945;0.0271688;
 15;0.166786;0.049999;1.1e-05;5.87809e-06;10.954;21;0.00172895;0.00460622;0.0112224;0.0165697;0.0209205;0.0260245;0.0319139;0.0357504;0.0402155;0.00337746;0.00522364;0.00947325;0.0129138;0.0157182;0.0190155;0.0228328;0.0253287;0.0282441;
 16;0.182083;0.049999;0.000884763;1.5591e-05;11.8709;22;0.00211009;0.00521281;0.0122539;0.0178396;0.0223065;0.0274466;0.0332256;0.0368926;0.0410605;0.00374381;0.00544524;0.00939569;0.0126339;0.0153046;0.0184868;0.02224;0.0247423;0.0277207;
 17;0.202507;0.049999;0.000792331;1.28262e-05;10.8095;20;0.00226914;0.00568857;0.0133146;0.019218;0.0238337;0.0290151;0.0346535;0.0381191;0.0419547;0.00436577;0.00597738;0.00974098;0.0128504;0.015433;0.0185339;0.0222287;0.0247176;0.0277094;
 18;0.249999;0.049999;0.0011244;1.36741e-05;10.768;18;0.00244518;0.0065948;0.0154869;0.0219961;0.0268351;0.0319828;0.037219;0.0402469;0.0434538;0.00367956;0.00568459;0.0102498;0.0138913;0.0168201;0.0202142;0.0240695;0.0265429;0.0293832;
 19;0.249999;0.049999;3.43507e-05;2.56262e-05;9.80058;17;0.00275862;0.00688105;0.0157154;0.0221829;0.0269911;0.0321062;0.0373094;0.0403182;0.043505;0.00403986;0.00685626;0.012886;0.0172956;0.0205718;0.0240554;0.0275975;0.0296453;0.031814;
 20;0.249999;0.049999;1.1e-05;1.87443e-05;8.2866;16;0.00275414;0.00687696;0.0157122;0.0221803;0.026989;0.0321045;0.0373082;0.0403173;0.0435043;0.00296569;0.00585664;0.0120401;0.0165577;0.0199119;0.0234767;0.0271;0.0291943;0.0314121;
 21;0.249999;0.049999;1.1e-05;1.98021e-05;8.25586;16;0.00283773;0.00695325;0.0157728;0.0222295;0.0270297;0.0321362;0.0373306;0.0403344;0.0435158;0.00256541;0.00530743;0.0112482;0.0156642;0.0189923;0.0225838;0.0263016;0.0284842;0.0308192;
 22;0.249999;0.049999;0.00141189;1.78494e-05;14.6449;27;0.00332747;0.0074;0.0161265;0.0225143;0.0272629;0.0323143;0.0374524;0.0404236;0.0435704;0.00200392;0.00449007;0.0100259;0.0143015;0.0176375;0.0213739;0.0254278;0.0279125;0.0306562;
