Date;Alpha;Beta;Sigma;Error;Time;Iterations;    ModR0.25;ModR1;ModR3;ModR5;ModR7;ModR10;ModR15;ModR20;ModR30;    MarR0.25;MarR1;MarR3;MarR5;MarR7;MarR10;MarR15;MarR20;MarR30
1;0.249999;0.0499988;1.1e-05;0.000118569;21.8738;43;0.0265892;0.028632;0.0330098;0.0362147;0.0385974;0.0411322;0.0437106;0.0452016;0.0467808;0.00112;0.00375;0.01031;0.01607;0.01987;0.02291;0.02563;0.02838;0.03111;
 2;0.249999;0.049999;0.00153106;9.31064e-05;12.4363;25;0.00752181;0.0112283;0.0191701;0.0249833;0.0293048;0.0339016;0.0385774;0.0412812;0.0441447;0.00156;0.00423;0.01103;0.01624;0.01983;0.02314;0.02626;0.02861;0.03146;
 3;0.249999;0.049999;0.000122179;8.05861e-05;9.88366;20;0.00966235;0.0131823;0.0207256;0.0262479;0.0303535;0.034721;0.0391638;0.0417329;0.0444539;0.00076;0.00377;0.0094;0.01444;0.0181;0.02152;0.02492;0.02776;0.03107;
 4;0.249999;0.049999;0.00051583;5.84871e-05;7.86967;16;0.0113548;0.014727;0.0219536;0.027244;0.0311771;0.0353611;0.0396171;0.0420783;0.044685;0.00095;0.00438;0.01087;0.01592;0.01943;0.02265;0.02566;0.02804;0.0316;
 5;0.249999;0.049999;0.00132871;9.29288e-05;10.4024;21;0.0134898;0.0166756;0.0235018;0.0284985;0.0322129;0.0361642;0.0401833;0.0425074;0.0449689;0.00216;0.00693;0.01256;0.01719;0.0204;0.02335;0.02624;0.02868;0.03219;
 6;0.249999;0.049999;1.1e-05;7.1196e-05;16.7463;33;0.0140822;0.0172165;0.0239333;0.0288505;0.0325062;0.0363951;0.0403511;0.0426387;0.0450616;0.00328;0.00769;0.01372;0.01823;0.02127;0.02392;0.02641;0.02869;0.03228;
 7;0.249999;0.0499704;0.000537761;4.53107e-05;26.0391;50;0.017157;0.0200204;0.0261566;0.0306487;0.0339882;0.0375409;0.0411547;0.0432445;0.0454578;0.00347;0.00642;0.01001;0.01393;0.01709;0.02031;0.02354;0.02606;0.02981;
 8;0.249968;0.049999;0.0024229;6.21101e-05;14.9519;29;0.0190147;0.0217175;0.0275069;0.0317432;0.0348917;0.0382405;0.0416464;0.0436158;0.0457016;0.00428;0.00692;0.00954;0.01289;0.01564;0.01849;0.02152;0.02409;0.02847;
 9;0.249999;0.049999;0.00128715;8.41001e-05;12.7845;25;0.0191234;0.0218176;0.0275903;0.0318159;0.034957;0.0382984;0.0416971;0.0436625;0.045744;0.00366;0.00612;0.00893;0.0128;0.01585;0.01865;0.02146;0.02431;0.02832;
 10;0.249999;0.049999;0.00165735;4.35052e-05;8.11152;16;0.0208417;0.0233857;0.0288364;0.0328256;0.035791;0.0389452;0.0421534;0.0440085;0.0459732;0.00321;0.00588;0.00949;0.01333;0.01625;0.01903;0.02202;0.02486;0.02875;
 11;0.249719;0.049999;0.0010821;3.14735e-05;13.7238;27;0.0210022;0.0235298;0.0289472;0.032914;0.0358638;0.0390026;0.0421965;0.044044;0.0460011;0.00372;0.0073;0.01051;0.01414;0.01679;0.01913;0.02158;0.02427;0.02843;
 12;0.249999;0.049788;1.1e-05;2.68774e-05;10.0967;20;0.0229143;0.0252594;0.0302851;0.0339642;0.0366995;0.0396093;0.0425692;0.0442809;0.0460937;0.00303;0.00525;0.00724;0.0106;0.0132;0.01549;0.01786;0.02064;0.02536;
 13;0.249999;0.049999;0.00146506;3.72626e-05;17.45;34;0.0255497;0.027683;0.0322536;0.0355989;0.0380856;0.0407306;0.043421;0.0449767;0.0466243;0.00259928;0.00395453;0.00717299;0.00989724;0.0122131;0.0150703;0.0186089;0.0210958;0.0242218;
 14;0.249999;0.049999;0.000370564;2.47217e-05;9.72684;19;0.0265482;0.0285946;0.03298;0.0361905;0.0385772;0.0411163;0.043699;0.0451926;0.0467744;0.00384485;0.00583293;0.0102746;0.0137236;0.0164292;0.0194791;0.0228178;0.0248825;0.0271795;
 15;0.249999;0.049999;0.00185172;3.71871e-05;11.2952;22;0.0278163;0.0297516;0.0338974;0.0369312;0.039186;0.0415843;0.0440235;0.0454339;0.0469276;0.00334081;0.00519044;0.00944444;0.0128863;0.0156917;0.0189918;0.0228175;0.0253239;0.0282586;
 16;0.249999;0.049999;0.00124788;4.11784e-05;16.4423;32;0.0307181;0.0324004;0.036005;0.0386432;0.0406043;0.0426904;0.0448122;0.0460391;0.0473385;0.00377759;0.00547182;0.00940452;0.0126285;0.0152889;0.0184624;0.0222135;0.0247216;0.027717;
 17;0.249999;0.049999;0.00158622;4.06197e-05;8.57155;17;0.0309332;0.0325966;0.0361602;0.0387681;0.0407065;0.0427683;0.0448652;0.0460778;0.047362;0.00412708;0.00574007;0.00950689;0.0126208;0.0152101;0.0183251;0.0220497;0.0245701;0.0276158;
 18;0.249999;0.049999;0.00188079;2.76093e-05;13.2704;26;0.0330312;0.0345114;0.0376819;0.0400016;0.0417256;0.0435591;0.0454238;0.046502;0.0476438;0.00367303;0.00564374;0.0101453;0.0137497;0.016657;0.0200346;0.023881;0.0263534;0.0291959;
 19;0.249999;0.049999;0.000808348;2.31402e-05;13.9458;27;0.0362539;0.0374533;0.0400233;0.0419045;0.0433029;0.0447905;0.0463036;0.0471786;0.0481053;0.00414091;0.00694831;0.0129528;0.0173393;0.020596;0.0240571;0.027575;0.0296083;0.0317615;
 20;0.249999;0.049999;0.00163184;2.55836e-05;8.08882;16;0.0373938;0.0384934;0.0408487;0.042572;0.0438527;0.0452148;0.0466;0.0474009;0.0482491;0.00291513;0.00581278;0.0120107;0.0165388;0.0199008;0.0234739;0.0271056;0.0292049;0.0314278;
 21;0.249999;0.049999;4.61684e-05;3.71652e-05;26.2777;50;0.0379459;0.0389977;0.0412518;0.0429019;0.0441287;0.0454338;0.0467613;0.047529;0.0483421;0.00233164;0.00503134;0.0109321;0.0153735;0.0187594;0.0224586;0.0263476;0.0286629;0.0311643;
 22;0.249999;0.049999;0.000492746;4.39945e-05;15.8968;31;0.0395799;0.0404891;0.0424374;0.0438636;0.0449239;0.0460518;0.0471991;0.0478625;0.0485652;0.0019717;0.00442262;0.00991916;0.0142078;0.0175856;0.0214079;0.0256115;0.0282217;0.0311347;
 23;0.249999;0.049999;0.00058521;5.29998e-05;11.6606;23;0.0396431;0.0405468;0.0424832;0.0439006;0.0449544;0.0460753;0.0472155;0.0478749;0.0485732;0.00227965;0.00518175;0.011405;0.0159654;0.0193588;0.0229722;0.0266523;0.0287827;0.0310405;
 24;0.249999;0.049999;0.00118152;4.18008e-05;12.558;24;0.0423394;0.0430077;0.044439;0.0454864;0.0462648;0.0470927;0.0479347;0.0484215;0.0489371;0.00198221;0.00489621;0.0111632;0.0157744;0.0192183;0.0228997;0.0266667;0.0288561;0.0311828;
 25;0.249999;0.049999;0.00245637;3.12045e-05;8.70753;17;0.0415149;0.0422545;0.0438366;0.0449926;0.0458509;0.0467632;0.0476905;0.0482265;0.0487941;0.00221124;0.00513559;0.0115326;0.0163529;0.0200313;0.0240544;0.0282896;0.030814;0.0335435;
