Date;Alpha;Beta;Sigma;Error;Time;Iterations;    ModR0.25;ModR1;ModR3;ModR5;ModR7;ModR10;ModR15;ModR20;ModR30;    MarR0.25;MarR1;MarR3;MarR5;MarR7;MarR10;MarR15;MarR20;MarR30
1;0.199479;0.049999;0.000235032;1.89137e-05;25.8795;30;0.002683;0.00602503;0.013498;0.0193041;0.0238589;0.0289906;0.0346013;0.0380655;0.0419135;0.00112;0.00375;0.01031;0.01607;0.01987;0.02291;0.02563;0.02838;0.03111;
 2;0.135115;0.0499987;0.0011299;1.16322e-05;20.9171;25;0.00171123;0.004064;0.0096236;0.0142947;0.0182364;0.0230562;0.0289479;0.0330274;0.0380717;0.00156;0.00423;0.01103;0.01624;0.01983;0.02314;0.02626;0.02861;0.03146;
 3;0.118648;0.0459765;0.00162325;3.65218e-06;22.4568;25;0.00144579;0.00335987;0.00794731;0.0118803;0.0152638;0.0194946;0.0248343;0.0286645;0.0335851;0.00076;0.00377;0.0094;0.01444;0.0181;0.02152;0.02492;0.02776;0.03107;
 4;0.12044;0.049999;1.1e-05;5.67093e-06;20.185;21;0.00155431;0.00366739;0.00872578;0.0130549;0.0167727;0.0214116;0.0272479;0.031419;0.0367554;0.00095;0.00438;0.01087;0.01592;0.01943;0.02265;0.02566;0.02804;0.0316;
 5;0.117062;0.0480618;1.1e-05;4.56914e-06;26.673;32;0.00131135;0.00329526;0.00805851;0.0121524;0.0156822;0.0201075;0.0257129;0.0297493;0.034957;0.00216;0.00693;0.01256;0.01719;0.0204;0.02335;0.02624;0.02868;0.03219;
 6;0.108051;0.0474413;0.000758968;3.4831e-06;25.3366;27;0.00120978;0.00302526;0.00741836;0.0112367;0.0145645;0.0187892;0.0242394;0.0282457;0.033537;0.00328;0.00769;0.01372;0.01823;0.02127;0.02392;0.02641;0.02869;0.03228;
 7;0.093552;0.0497986;0.000473351;5.24731e-06;23.907;28;0.00136863;0.00302217;0.00707514;0.0106632;0.0138462;0.0179722;0.0234604;0.0276382;0.0333883;0.00347;0.00642;0.01001;0.01393;0.01709;0.02031;0.02354;0.02606;0.02981;
 8;0.10691;0.049999;0.00176332;3.71473e-06;18.8047;24;0.00100765;0.00291146;0.00752119;0.0115316;0.0150304;0.0194776;0.0252257;0.0294607;0.0350696;0.00428;0.00692;0.00954;0.01289;0.01564;0.01849;0.02152;0.02409;0.02847;
 9;0.131985;0.049999;1.1e-05;4.13507e-06;26.1073;28;0.00152191;0.00383146;0.00930462;0.0139218;0.017833;0.0226364;0.0285443;0.0326624;0.0377902;0.00366;0.00612;0.00893;0.0128;0.01585;0.01865;0.02146;0.02431;0.02832;
 10;0.105941;0.049999;0.00158389;4.12724e-06;27.3053;35;0.00108711;0.0029712;0.00753749;0.0115154;0.0149902;0.0194134;0.0251425;0.0293735;0.0349923;0.00321;0.00588;0.00949;0.01333;0.01625;0.01903;0.02202;0.02486;0.02875;
 11;0.0814794;0.0493673;1.1e-05;1.99214e-06;22.7073;26;0.00100328;0.00244652;0.00602223;0.00923701;0.0121318;0.0159512;0.0211676;0.0252621;0.0311138;0.00372;0.0073;0.01051;0.01414;0.01679;0.01913;0.02158;0.02427;0.02843;
 12;0.0885622;0.048466;1.1e-05;2.2472e-06;24.5499;28;0.00120092;0.00273084;0.00649756;0.00985362;0.0128492;0.0167608;0.0220206;0.0260749;0.0317407;0.00303;0.00525;0.00724;0.0106;0.0132;0.01549;0.01786;0.02064;0.02536;
 13;0.0725023;0.049999;0.00195537;3.03267e-06;21.2316;28;0.00114226;0.00244238;0.00568646;0.00863337;0.011314;0.0148945;0.0198771;0.0238762;0.0297578;0.00290621;0.00423564;0.00740297;0.0100953;0.0123925;0.0152374;0.0187782;0.0212788;0.0244364;
 14;0.0775406;0.049999;1.1e-05;3.41954e-06;22.3411;31;0.000898482;0.00229445;0.00576519;0.00890137;0.0117392;0.0155055;0.0206946;0.0248098;0.0307678;0.00382893;0.00573691;0.01004;0.0134266;0.0161172;0.0191928;0.0226234;0.0247846;0.0272269;
 15;0.0828369;0.049999;0.00118471;4.3922e-06;26.1448;30;0.00113642;0.00261804;0.0062834;0.00957187;0.0125271;0.0164172;0.0217119;0.0258518;0.0317405;0.00333457;0.00522681;0.00955077;0.013017;0.0158177;0.0190796;0.0228098;0.0252192;0.0280029;
 16;0.0913269;0.0488478;0.00384536;3.00573e-06;23.4001;28;0.00126155;0.00284654;0.0067287;0.0101633;0.0132095;0.017159;0.022418;0.02643;0.0319727;0.00376168;0.0054407;0.00935334;0.0125779;0.0152513;0.0184568;0.0222713;0.0248393;0.0279265;
 17;0.0813342;0.049999;0.000844992;3.11715e-06;26.4387;29;0.000800042;0.00226554;0.00589633;0.00916063;0.0121;0.0159785;0.0212762;0.0254351;0.0313808;0.00440376;0.00599095;0.00970988;0.0127984;0.0153775;0.0184948;0.0222462;0.0248019;0.0279111;
 18;0.0888656;0.049999;0.00201709;4.63569e-06;21.0844;22;0.00164214;0.00321204;0.0070732;0.0105087;0.0135715;0.0175656;0.022927;0.0270526;0.0328076;0.0036852;0.00565642;0.0101586;0.0137655;0.0166784;0.0200694;0.0239451;0.0264473;0.0293371;
 19;0.10527;0.049999;1.1e-05;5.01108e-06;22.0428;26;0.00173571;0.00358376;0.00806705;0.0119778;0.0153981;0.0197578;0.0254151;0.0296014;0.0351728;0.00397499;0.00678817;0.0128127;0.0172198;0.0204947;0.0239774;0.027519;0.0295667;0.0317354;
 20;0.102331;0.049999;1.1e-05;4.94916e-06;21.8313;28;0.0012248;0.0030418;0.00746119;0.0113306;0.0147267;0.0190739;0.0247497;0.0289791;0.0346542;0.00293098;0.00581046;0.0119812;0.0164987;0.0198572;0.02343;0.0270644;0.0291661;0.031392;
 21;0.10287;0.049999;1.1e-05;4.80235e-06;21.2632;26;0.00113833;0.00296787;0.00741563;0.0113072;0.0147206;0.0190864;0.0247802;0.0290175;0.0346946;0.00258273;0.00533051;0.0112666;0.015664;0.0189698;0.0225292;0.0262051;0.0283595;0.0306616;
 22;0.086139;0.049999;0.000560543;4.84769e-06;20.8052;27;0.00128847;0.00282307;0.00660919;0.0099927;0.0130217;0.0169906;0.0223552;0.0265156;0.0323734;0.00223733;0.00475514;0.0103267;0.014594;0.0178992;0.0215724;0.0255194;0.0279171;0.0305466;
 23;0.122099;0.049999;0.000276318;4.44646e-06;22.662;29;0.00178042;0.00391159;0.0090058;0.0133565;0.0170854;0.0217274;0.0275483;0.0316932;0.0369746;0.00242115;0.00533397;0.0115728;0.0161374;0.0195297;0.0231375;0.0268066;0.0289281;0.0311748;
 24;0.149124;0.049999;0.00106159;4.32367e-06;23.8361;29;0.00230512;0.00485968;0.0108233;0.015748;0.0198365;0.0247435;0.0305863;0.0345197;0.039245;0.00180416;0.00471977;0.0109896;0.0156045;0.0190537;0.0227451;0.0265287;0.0287317;0.0310755;
 25;0.158352;0.049999;1.1e-05;6.28823e-06;26.1755;32;0.00205817;0.00477785;0.0110772;0.0162213;0.0204472;0.0254587;0.0313278;0.0352104;0.0397953;0.00200427;0.00495687;0.0113935;0.0162205;0.019888;0.0238806;0.0280594;0.0305371;0.0332063;
 26;0.178907;0.049999;0.00340105;5.1574e-06;14.3172;21;0.00220533;0.00524914;0.0121692;0.0176744;0.0220892;0.0271864;0.0329437;0.0366147;0.0408056;0.00215667;0.00475617;0.0104835;0.0148441;0.0182037;0.0219167;0.0258783;0.0282694;0.030879;
 27;0.170174;0.0499346;0.00287137;6.41978e-06;20.4591;26;0.00200318;0.00491435;0.0115842;0.0169482;0.0212932;0.0263657;0.0321814;0.0359458;0.040302;0.00211298;0.00462145;0.0101467;0.0143497;0.0175839;0.0211524;0.0249504;0.0272368;0.0297268;
 28;0.157754;0.049999;1.1e-05;6.79156e-06;15.6787;20;0.00216956;0.00487313;0.0111384;0.0162584;0.0204674;0.0254628;0.0313192;0.0351977;0.0397828;0.00232682;0.00475871;0.0100057;0.0138835;0.016791;0.0199116;0.0231204;0.0249934;0.0269892;
 29;0.173359;0.049999;1.1e-05;9.19719e-06;19.7671;23;0.00197151;0.00494159;0.0117327;0.0171777;0.0215751;0.026691;0.0325277;0.0362863;0.0406148;0.00222852;0.00483417;0.0104148;0.0144977;0.017532;0.0207589;0.0240406;0.025938;0.0279475;
 30;0.21107;0.049999;5.84679e-05;7.4799e-06;16.6579;21;0.00238195;0.00592901;0.0137829;0.0198013;0.0244635;0.0296447;0.0352099;0.0385888;0.0422926;0.00170014;0.00382077;0.0084428;0.0119076;0.0145389;0.0174016;0.0203954;0.022169;0.0240784;
 31;0.163928;0.049999;0.00101716;5.85867e-06;19.2703;22;0.00266229;0.0054377;0.0118347;0.0170224;0.0212567;0.0262419;0.0320225;0.0358073;0.0402334;0.00204873;0.00487371;0.0109158;0.0153299;0.0186072;0.0220901;0.0256301;0.0276763;0.0298431;
 32;0.164771;0.049999;0.000434305;4.43344e-06;23.7605;31;0.00190677;0.00474041;0.0112674;0.0165556;0.020868;0.0259401;0.031813;0.0356526;0.0401365;0.00221185;0.00485879;0.0106818;0.015104;0.018502;0.0222458;0.0262232;0.0286137;0.0312142;
