Date;Alpha;Beta;Sigma;Error;Time;Iterations;    ModR0.25;ModR1;ModR3;ModR5;ModR7;ModR10;ModR15;ModR20;ModR30;    MarR0.25;MarR1;MarR3;MarR5;MarR7;MarR10;MarR15;MarR20;MarR30
1;0.249999;0.049999;1.1e-05;3.12081e-05;7.44146;15;0.0415765;0.0423115;0.0438866;0.0450396;0.0458969;0.0468089;0.0477366;0.048273;0.0488412;0.00112;0.00375;0.01031;0.01607;0.01987;0.02291;0.02563;0.02838;0.03111;
 2;0.249999;0.049999;1.1e-05;1.9029e-05;7.50306;15;0.0415921;0.0423257;0.0438979;0.0450488;0.0459045;0.0468148;0.0477407;0.0482762;0.0488433;0.00156;0.00423;0.01103;0.01624;0.01983;0.02314;0.02626;0.02861;0.03146;
 3;0.249999;0.049999;0.004999;1.75128e-05;21.6222;42;0.0411859;0.0419518;0.0435811;0.0447647;0.0456403;0.0465682;0.0475093;0.0480525;0.0486276;0.00076;0.00377;0.0094;0.01444;0.0181;0.02152;0.02492;0.02776;0.03107;
 4;0.247176;0.049999;0.00302684;1.79069e-05;8.52274;17;0.0411759;0.0419365;0.0435661;0.0447596;0.0456479;0.0465944;0.0475596;0.0481192;0.0487129;0.00095;0.00438;0.01087;0.01592;0.01943;0.02265;0.02566;0.02804;0.0316;
 5;0.249999;0.0478088;0.00429733;1.69746e-05;7.56104;15;0.0412169;0.0417897;0.0430086;0.0438941;0.0445492;0.0452435;0.0459476;0.0463541;0.0467844;0.00216;0.00693;0.01256;0.01719;0.0204;0.02335;0.02624;0.02868;0.03219;
 6;0.249999;0.049999;0.00350962;1.91011e-05;8.54918;17;0.0416482;0.0423754;0.0439278;0.0450597;0.0458991;0.0467904;0.0476955;0.0482185;0.0487722;0.00328;0.00769;0.01372;0.01823;0.02127;0.02392;0.02641;0.02869;0.03228;
 7;0.249999;0.049999;1.1e-05;2.21068e-05;7.57431;15;0.0419201;0.0426251;0.0441359;0.045242;0.0460643;0.046939;0.0478288;0.0483434;0.0488884;0.00347;0.00642;0.01001;0.01393;0.01709;0.02031;0.02354;0.02606;0.02981;
 8;0.249999;0.0495638;1.1e-05;1.57508e-05;13.7472;26;0.0419167;0.042584;0.0440141;0.045061;0.0458394;0.0466674;0.0475096;0.0479967;0.0485126;0.00428;0.00692;0.00954;0.01289;0.01564;0.01849;0.02152;0.02409;0.02847;
 9;0.249999;0.049999;0.00333653;1.58166e-05;9.21111;18;0.0414745;0.042217;0.0438028;0.0449596;0.0458177;0.046729;0.0476547;0.0481896;0.0487559;0.00366;0.00612;0.00893;0.0128;0.01585;0.01865;0.02146;0.02431;0.02832;
 10;0.249366;0.049999;0.00258593;1.75479e-05;10.5179;21;0.0405823;0.0414012;0.043154;0.0444356;0.0453879;0.0464007;0.047431;0.048027;0.0486583;0.00321;0.00588;0.00949;0.01333;0.01625;0.01903;0.02202;0.02486;0.02875;
 11;0.249999;0.049999;0.000394707;3.42183e-05;11.5634;23;0.0394466;0.0403674;0.0423407;0.0437853;0.0448592;0.0460016;0.0471637;0.0478357;0.0485474;0.00372;0.0073;0.01051;0.01414;0.01679;0.01913;0.02158;0.02427;0.02843;
 12;0.249999;0.0499847;0.00203203;4.16858e-05;20.8993;40;0.0393302;0.0402594;0.0422488;0.0437037;0.0447846;0.0459339;0.0471025;0.0477781;0.0484936;0.00303;0.00525;0.00724;0.0106;0.0132;0.01549;0.01786;0.02064;0.02536;
 13;0.249292;0.049999;1.1e-05;2.05494e-05;13.7635;26;0.0398549;0.0407378;0.0426309;0.044018;0.04505;0.0461487;0.0472673;0.0479147;0.0486007;0.00295115;0.00426921;0.00740777;0.0100755;0.0123531;0.0151781;0.0187059;0.0212094;0.0243914;
 14;0.249999;0.049999;0.00401619;3.65784e-05;11.8145;23;0.0308911;0.0325565;0.0361177;0.0387189;0.0406499;0.0427018;0.0447873;0.0459927;0.0472691;0.00396166;0.00590934;0.0102778;0.0136865;0.0163712;0.019409;0.0227492;0.0248228;0.0271364;
 15;0.249999;0.049999;1.1e-05;3.07435e-05;10.7605;21;0.0302671;0.031989;0.035679;0.0383805;0.0403888;0.0425253;0.0446986;0.0459554;0.0472865;0.00354945;0.0054105;0.00967269;0.0130985;0.0158721;0.0191082;0.0228155;0.0252132;0.0279858;
 16;0.249442;0.049999;0.000627116;2.21766e-05;8.03711;16;0.0310684;0.0327169;0.0362511;0.03884;0.0407657;0.0428154;0.044902;0.0461093;0.0473885;0.00378062;0.0054829;0.00942513;0.0126463;0.0152961;0.0184461;0.0221512;0.0246159;0.0275447;
 17;0.249999;0.049999;0.00243984;1.47757e-05;9.04316;18;0.0232289;0.0255643;0.030566;0.0342255;0.0369451;0.0398375;0.0427789;0.0444797;0.0462809;0.00436241;0.00591797;0.009586;0.0126597;0.0152481;0.0184069;0.0222596;0.0249225;0.0282108;
