Date;Alpha;Beta;Sigma;Error;Time;Iterations;    ModR0.25;ModR1;ModR3;ModR5;ModR7;ModR10;ModR15;ModR20;ModR30;    MarR0.25;MarR1;MarR3;MarR5;MarR7;MarR10;MarR15;MarR20;MarR30
1;0.249999;0.049999;0.000448655;3.096e-05;20.4367;39;0.0417618;0.0424806;0.0440209;0.0451484;0.0459866;0.0468783;0.0477854;0.0483099;0.0488654;0.00112;0.00375;0.01031;0.01607;0.01987;0.02291;0.02563;0.02838;0.03111;
 2;0.249999;0.049999;1.1e-05;1.91424e-05;7.90487;15;0.0416426;0.0423718;0.0439345;0.0450786;0.0459291;0.0468339;0.0477543;0.0482866;0.0488503;0.00156;0.00423;0.01103;0.01624;0.01983;0.02314;0.02626;0.02861;0.03146;
 3;0.249999;0.049999;1.1e-05;1.75189e-05;15.3874;29;0.0410365;0.0418186;0.0434947;0.0447217;0.0456339;0.0466044;0.0475915;0.0481624;0.0487669;0.00076;0.00377;0.0094;0.01444;0.0181;0.02152;0.02492;0.02776;0.03107;
 4;0.249999;0.049999;0.00211504;1.78577e-05;14.8833;27;0.0408616;0.0416584;0.0433638;0.0446107;0.0455368;0.0465215;0.0475226;0.0481014;0.0487143;0.00095;0.00438;0.01087;0.01592;0.01943;0.02265;0.02566;0.02804;0.0316;
 5;0.249999;0.04759;0.00498705;1.66784e-05;9.84479;19;0.0411253;0.0416863;0.0428766;0.0437387;0.0443754;0.0450492;0.0457317;0.0461255;0.0465422;0.00216;0.00693;0.01256;0.01719;0.0204;0.02335;0.02624;0.02868;0.03219;
 6;0.249697;0.049999;0.000712673;1.90488e-05;16.2179;32;0.0415609;0.0422963;0.0438726;0.0450267;0.045885;0.0467982;0.0477275;0.048265;0.0488344;0.00328;0.00769;0.01372;0.01823;0.02127;0.02392;0.02641;0.02869;0.03228;
 7;0.249999;0.049999;0.00398713;2.19756e-05;12.9762;26;0.0417859;0.0425005;0.0440245;0.0451344;0.0459567;0.0468292;0.047715;0.0482266;0.0487682;0.00347;0.00642;0.01001;0.01393;0.01709;0.02031;0.02354;0.02606;0.02981;
 8;0.249999;0.049999;0.004999;1.59329e-05;7.36348;15;0.0418316;0.0425411;0.0440497;0.0451449;0.0459548;0.0468128;0.0476827;0.0481849;0.0487163;0.00428;0.00692;0.00954;0.01289;0.01564;0.01849;0.02152;0.02409;0.02847;
 9;0.249999;0.049999;0.00282309;1.62334e-05;8.37656;16;0.0415297;0.0422678;0.0438456;0.0449978;0.045853;0.0467616;0.047685;0.0482186;0.0487837;0.00366;0.00612;0.00893;0.0128;0.01585;0.01865;0.02146;0.02431;0.02832;
 10;0.249999;0.049999;2.52356e-05;1.76049e-05;13.7116;20;0.0406541;0.0414696;0.0432172;0.0444966;0.0454477;0.0464595;0.0474888;0.048084;0.0487144;0.00321;0.00588;0.00949;0.01333;0.01625;0.01903;0.02202;0.02486;0.02875;
 11;0.249999;0.049999;1.1e-05;3.44219e-05;10.795;18;0.039532;0.0404454;0.0424028;0.0438358;0.0449012;0.0460345;0.0471874;0.047854;0.0485601;0.00372;0.0073;0.01051;0.01414;0.01679;0.01913;0.02158;0.02427;0.02843;
 12;0.249999;0.049999;0.00101427;4.18807e-05;16.5525;29;0.0389637;0.0399266;0.0419895;0.0434994;0.0446217;0.0458155;0.0470297;0.0477318;0.0484754;0.00303;0.00525;0.00724;0.0106;0.0132;0.01549;0.01786;0.02064;0.02536;
 13;0.249999;0.049999;0.00228631;2.05634e-05;17.9565;30;0.0398029;0.040692;0.0425948;0.0439859;0.0450192;0.0461177;0.0472345;0.0478802;0.0485639;0.00286784;0.00417789;0.00730289;0.00996632;0.0122467;0.0150852;0.0186493;0.0211953;0.0244566;
 14;0.249999;0.049999;0.0019385;3.65856e-05;12.0975;23;0.0307715;0.0324489;0.0360418;0.0386707;0.0406245;0.0427024;0.0448157;0.0460377;0.0473318;0.00391998;0.00584295;0.0101823;0.0135978;0.0163094;0.0194052;0.0228493;0.0250123;0.0274491;
 15;0.249999;0.049999;0.000407391;3.0699e-05;9.34411;18;0.0301486;0.0318808;0.0355929;0.0383104;0.0403307;0.0424798;0.044666;0.0459302;0.0472691;0.00352725;0.00535014;0.00955172;0.0129596;0.0157419;0.019019;0.022822;0.0253145;0.0282321;
 16;0.249999;0.0499989;1.1e-05;2.21123e-05;14.9548;28;0.0309795;0.0326392;0.036196;0.0387999;0.0407357;0.0427951;0.0448899;0.0461013;0.0473843;0.00380589;0.00546173;0.00932105;0.0125014;0.0151371;0.0182948;0.0220466;0.0245671;0.0275896;
 17;0.249265;0.049999;0.004999;1.48725e-05;19.7722;37;0.0234732;0.0257784;0.0307097;0.0343136;0.0369905;0.039837;0.0427324;0.0444071;0.0461814;0.00416601;0.00576432;0.00950272;0.0126002;0.0151814;0.0182945;0.0220302;0.024568;0.0276471;
