Date;Alpha;Beta;Sigma;Error;Time;Iterations;    ModR0.25;ModR1;ModR3;ModR5;ModR7;ModR10;ModR15;ModR20;ModR30;    MarR0.25;MarR1;MarR3;MarR5;MarR7;MarR10;MarR15;MarR20;MarR30
1;0.0736295;0.049999;0.00231209;2.91215e-06;16.6047;32;0.00109079;0.00241186;0.00570384;0.00868863;0.0113988;0.0150114;0.020023;0.0240314;0.0299012;0.00112;0.00375;0.01031;0.01607;0.01987;0.02291;0.02563;0.02838;0.03111;
 2;0.0755315;0.049999;0.000633628;3.34011e-06;15.9806;31;0.00118286;0.00253551;0.00590427;0.00895578;0.0117236;0.0154077;0.0205057;0.0245697;0.0304924;0.00156;0.00423;0.01103;0.01624;0.01983;0.02314;0.02626;0.02861;0.03146;
 3;0.0841792;0.0495505;1.1e-05;4.17468e-06;17.5962;33;0.00128387;0.00277077;0.00644582;0.00973855;0.0126936;0.0165771;0.0218494;0.025959;0.0317817;0.00076;0.00377;0.0094;0.01444;0.0181;0.02152;0.02492;0.02776;0.03107;
 4;0.0888862;0.0490149;1.1e-05;2.92685e-06;16.1314;31;0.00138844;0.00293556;0.00674352;0.0101349;0.0131609;0.0171102;0.022417;0.0265042;0.0322102;0.00095;0.00438;0.01087;0.01592;0.01943;0.02265;0.02566;0.02804;0.0316;
 5;0.0820166;0.0499616;0.00137092;3.21901e-06;13.807;27;0.000762681;0.00224001;0.00589705;0.00918108;0.012135;0.0160276;0.0213347;0.0254924;0.0314214;0.00216;0.00693;0.01256;0.01719;0.0204;0.02335;0.02624;0.02868;0.03219;
 6;0.0875381;0.049999;0.000876776;4.16752e-06;18.2371;35;0.0016785;0.00322485;0.0070349;0.0104334;0.0134702;0.0174408;0.0227908;0.0269246;0.0327189;0.00328;0.00769;0.01372;0.01823;0.02127;0.02392;0.02641;0.02869;0.03228;
 7;0.105853;0.0498996;1.1e-05;4.95922e-06;16.9765;32;0.00163765;0.00349558;0.00800051;0.0119273;0.0153591;0.0197299;0.0253948;0.0295808;0.0351431;0.00347;0.00642;0.01001;0.01393;0.01709;0.02031;0.02354;0.02606;0.02981;
 8;0.101134;0.049999;0.00193695;4.88649e-06;17.6828;33;0.00122477;0.0030206;0.0073905;0.0112194;0.0145828;0.0188926;0.0245296;0.0287394;0.0344041;0.00428;0.00692;0.00954;0.01289;0.01564;0.01849;0.02152;0.02409;0.02847;
 9;0.103344;0.049999;1.1e-05;4.75969e-06;16.2359;31;0.00114127;0.00297888;0.00744439;0.0113492;0.0147722;0.0191473;0.0248476;0.0290849;0.0347546;0.00366;0.00612;0.00893;0.0128;0.01585;0.01865;0.02146;0.02431;0.02832;
 10;0.0845899;0.049999;1.1e-05;4.68254e-06;18.6727;34;0.00154555;0.00304531;0.0067508;0.0100691;0.0130455;0.0169548;0.0222572;0.0263861;0.0322282;0.00321;0.00588;0.00949;0.01333;0.01625;0.01903;0.02202;0.02486;0.02875;
 11;0.120856;0.049999;0.000586892;4.3372e-06;18.9699;36;0.00185974;0.00396645;0.00900752;0.0133194;0.0170202;0.0216352;0.0274364;0.0315784;0.036872;0.00372;0.0073;0.01051;0.01414;0.01679;0.01913;0.02158;0.02427;0.02843;
 12;0.153273;0.049999;0.00155007;4.27321e-06;13.8384;27;0.00230747;0.00492969;0.0110286;0.0160386;0.0201776;0.0251177;0.030955;0.0348531;0.039499;0.00303;0.00525;0.00724;0.0106;0.0132;0.01549;0.01786;0.02064;0.02536;
 13;0.159604;0.049999;1.1e-05;6.34218e-06;13.3933;26;0.00207303;0.00481239;0.0111505;0.0163182;0.0205575;0.0255768;0.0314418;0.0353127;0.0398737;0.00281274;0.00416276;0.00737236;0.0100924;0.0124066;0.0152632;0.0188017;0.0212877;0.0244092;
 14;0.174876;0.049999;0.00118824;5.17299e-06;10.7579;21;0.00229496;0.00526937;0.0120607;0.0174951;0.0218761;0.0269627;0.0327505;0.0364677;0.0407383;0.00395877;0.00587217;0.0101907;0.013591;0.016292;0.0193778;0.0228145;0.0249754;0.0274126;
 15;0.162301;0.049999;0.000922669;6.52003e-06;11.1698;18;0.00193656;0.00472787;0.0111707;0.016406;0.0206872;0.0257381;0.0316118;0.0354691;0.0399924;0.00320984;0.00509803;0.00942136;0.0128946;0.0157047;0.0189806;0.0227283;0.0251485;0.0279427;
 16;0.159126;0.0499558;0.000745327;6.58606e-06;19.0341;34;0.00217299;0.00489628;0.0111995;0.0163414;0.0205617;0.0255612;0.0314081;0.0352702;0.0398247;0.00333813;0.00501437;0.00892498;0.0121513;0.0148275;0.0180363;0.021852;0.0244171;0.0274943;
 17;0.175617;0.049907;1.1e-05;9.13304e-06;12.0964;24;0.00214356;0.00513386;0.0119579;0.0174144;0.0218099;0.0269091;0.0327045;0.0364221;0.0406884;0.00428798;0.00591703;0.00970808;0.0128273;0.01541;0.0185031;0.0221793;0.0246519;0.0276224;
 18;0.209825;0.049999;1.1e-05;7.41576e-06;11.7736;23;0.00225016;0.0057873;0.0136275;0.0196442;0.0243115;0.0295058;0.0350957;0.0384954;0.0422272;0.00358799;0.00559006;0.0101505;0.0137874;0.0167101;0.0200914;0.0239205;0.0263678;0.0291671;
 19;0.161946;0.0499061;0.000281205;5.90268e-06;12.7298;23;0.00259165;0.0053339;0.0116658;0.0168137;0.0210254;0.0259969;0.0317821;0.0355839;0.040045;0.00406539;0.00687197;0.0128779;0.017268;0.0205286;0.0239948;0.0275185;0.0295556;0.0317128;
 20;0.166774;0.0497015;0.000564052;4.53498e-06;10.7759;21;0.00204295;0.00488353;0.0114152;0.0166941;0.0209892;0.0260279;0.0318418;0.0356292;0.0400372;0.00280339;0.00570576;0.0119168;0.0164569;0.0198289;0.0234135;0.0270578;0.0291645;0.0313954;
 21;0.199557;0.0470244;0.004999;4.66245e-06;13.0199;24;0.00265366;0.00578547;0.0127745;0.0181922;0.0224356;0.02721;0.0324233;0.0356394;0.0392102;0.00250725;0.00518525;0.0110489;0.0154722;0.0188503;0.0225474;0.0264423;0.028765;0.0312773;
 22;0.188487;0.0462089;0.00235226;4.62974e-06;9.75893;19;0.00238531;0.0053185;0.0119359;0.0171428;0.0212757;0.025993;0.0312399;0.0345344;0.0382453;0.00217223;0.00459266;0.0100315;0.0142866;0.017646;0.0214577;0.0256637;0.028284;0.031216;
 23;0.179292;0.0448873;0.00217436;3.6458e-06;11.4824;23;0.00214969;0.00487783;0.0110814;0.0160172;0.0199755;0.0245449;0.0297048;0.0329936;0.0367466;0.00226022;0.00518089;0.0114379;0.0160171;0.0194207;0.0230409;0.026723;0.0288521;0.0311071;
 24;0.184961;0.0445236;0.0046074;3.66644e-06;10.0891;20;0.00229761;0.0050716;0.0113398;0.0162847;0.0202204;0.0247275;0.0297647;0.0329433;0.0365399;0.00202838;0.00496246;0.0112391;0.0158255;0.0192311;0.0228507;0.02653;0.0286567;0.0309089;
